place_id,content,date,rating,likes,dislikes,place_url,user_url
0,"Вкусные позы классические и рыбные (что меня удивило, первый раз такие ела и понравились). И, конечно же, медовик - пальчики оближешь, а ещё таежный десерт со сгущенкой 😋Имейте в виду, если будете планировать ужин в этом месте - бронируете столик заранее. Вечером здесь полно народу, что не плохо (с одной стороны;)).Мы брали здесь еду с собой и ужинали в своем номере в Маленьком Шале, где самый сказочный вид на этом острове 👌🏽Всем приятного аппетита 👋🏼☺️",26 февраля,0.0,,,https://yandex.ru/maps/org/omulevaya_bochka/164094277956/?ll=107.351953%2C53.197129&z=5,https://reviews.yandex.ru/user/w4rhx9d2n1ky36p1w8npd1un3r
0,"Отличный ресторан! Готовят вкусно и не долго, подойдет для взрослых и детей. Заведение не большое, но очень уютное. Персонал приветливый. Нам с семьей очень понравилось, определенно рекомендую для посещения!",24 марта,0.0,,,https://yandex.ru/maps/org/omulevaya_bochka/164094277956/?ll=107.351953%2C53.197129&z=5,https://reviews.yandex.ru/user/f047gw8b2hqhkbq4yj13n6pkqc
0,"Очень вкусный чай! Домашний тортик! Но всем просто рекомендую обязательно попробовать бузы с омулем!!! Очень приятный дружелюбный персонал, который сделает ваше времяпрепровождение более комфортным и уютным.",1 марта,0.0,,,https://yandex.ru/maps/org/omulevaya_bochka/164094277956/?ll=107.351953%2C53.197129&z=5,https://reviews.yandex.ru/user/44ye6nnx7qbpwnjxyet1me2xzg
1,"В кафе вкусная и разнообразная еда. Представлены как блюда национальной бурятской кухни ( бухлер, буузы, хуширы, цуйван, домбар) так и обычные наггетсы картофель фри, солянка, уха и т д. Вкусные чаи, безалкогольный глинтвейн. Есть пиво. Народу всегда очень много. Но обслуживают быстро. Оплата сразу при заказе на кассе, в чеке номер, который официант выкрикивает, вынося заказ в зал. Цены средние. Из минусов - ушатанная разномастная мебель, как будто с разных помоек собранная, разнокалиберная посуда, сервировка тоже - больше название. Таким образом, это не ресторан, а кафе - бистро с вкусной едой быстрым обслуживанием",13 марта,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/wvcvcz7341yc8hz7968afk66xm
1,"Помещение желает реставрации, а интерьер обновления. Стиль кафе столовка. Только кухня радовала, вкусно и разнообразно. Есть местная кухня для тех, кто не пробовал Буузы, Бухлëр, Хушур.. По чистоте 3,туалет грязный, нечем руки вытирать, сушилка еле работает. ",16 марта,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/ztwuuykw3c8kefrpa64qc2pbcw
1,"Вкусно и уютно. Еда на ресторанном уровне. Бузы самые лучшие) пельмени настоящие. И выпечка …прям как в городе 😜 сюда придти и поесть и взрослым и детям и выпить кофе. Готовят в прямом режиме, так что закладывать время на приготовление ; Бузы 15/20 мин. И это шикарно! ( на фото, только выпечка, свое мясное я уже съела) Спасибо большое .",2 сентября 2023,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/0kbgdpanr08ruuzqm3zbwm7dhc
1,"В кафе вкусная и разнообразная еда. Представлены как блюда национальной бурятской кухни ( бухлер, буузы, хуширы, цуйван, домбар) так и обычные наггетсы картофель фри, солянка, уха и т д. Вкусные чаи, безалкогольный глинтвейн. Есть пиво. Народу всегда очень много. Но обслуживают быстро. Оплата сразу при заказе на кассе, в чеке номер, который официант выкрикивает, вынося заказ в зал. Цены средние. Из минусов - ушатанная разномастная мебель, как будто с разных помоек собранная, разнокалиберная посуда, сервировка тоже - больше название. Таким образом, это не ресторан, а кафе - бистро с вкусной едой быстрым обслуживанием",13 марта,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/wvcvcz7341yc8hz7968afk66xm
1,"Помещение желает реставрации, а интерьер обновления. Стиль кафе столовка. Только кухня радовала, вкусно и разнообразно. Есть местная кухня для тех, кто не пробовал Буузы, Бухлëр, Хушур.. По чистоте 3,туалет грязный, нечем руки вытирать, сушилка еле работает. ",16 марта,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/ztwuuykw3c8kefrpa64qc2pbcw
1,"Вкусно и уютно. Еда на ресторанном уровне. Бузы самые лучшие) пельмени настоящие. И выпечка …прям как в городе 😜 сюда придти и поесть и взрослым и детям и выпить кофе. Готовят в прямом режиме, так что закладывать время на приготовление ; Бузы 15/20 мин. И это шикарно! ( на фото, только выпечка, свое мясное я уже съела) Спасибо большое .",2 сентября 2023,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/0kbgdpanr08ruuzqm3zbwm7dhc
1,"Великолепная домашняя кухня!Бюджетно, большие порции и все очень вкусно.Чебуреки огромные, начинки много.брали много блюд, были там несколько раз и всегда все вкусно.",17 февраля,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/zuwf2ka27dgfyna3cra3bb9gxr
1,"Главный плюс места - можно попробовать сесть без брони. Людей много, но это возможно.Обслуживание средней скорости. Официанты особо по блюдам не подскажут, заказывать все нужно на кассе.Буузы нормальные, но не самые вкусные. Много мест на острове, где они вкуснее бывают. Буузы бывают на грани, что могут порваться.По дороге на Шаманку или обратно зайти можно, могут работать даже когда электричество отключилось, но тем не менее заходил только 1 раз за все пребывание на Ольхоне",14 марта,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/85enft887bc0xpgp655auvf9vg
1,"Вкусными в этом кафе  можно назвать чебуреки (большой, сочный, с настоящим мясным фаршем) и свежие пирожки (вкусное воздушное тесто,много начинки,есть пирожки с черемшой). Уха, так называемая, это суп с рисом, в кот. будто случайно оказался кусок рыбы, при чем в меню это не указано, а хотелось настоящего прозрачного наваристого рыбного бульона....Остальные блюда посредственны,хотя съедобны. Вопросы вызывыет чистота столов,приборов, работа официантов,которые много путаются, забывают принести приборы,игнорируют просьбы. И стая огромных псов,которые практически мордой залязят в тарелки посетителей на веранде.В общем, ожидания не совсем совпали с реальностью...",2 августа 2023,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/ypbjj2dnb0ha87y52a52eecxgc
1,"Большой ассортимент, много посадочных мест, и летняя веранда - это всë кафе Далай. У них очень приемлемые цены, но столы и стулья как в советских столовых, в этом есть свой уют. Милое заведение! ",7 марта,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/8zb9aam4xxzu0yum40ubpawmcw
1,"Лучшее кафе в округе, где была) Вкуснейшие чебуреки, классный цезарь, щедрый чаек с облепихой. Жареная рыбка огонь))Пустили со своей маленькой собачкой, спасибо) Мне очень понравилосьСразу за нами пришла толпа и все места заняли Поставьте еще столы. У вас аншлаг, ребята)Посоветовал гид. Еще сюда пришли иностранцы)А вообще просто и по домашнему. Зашла сюда случайно, тк этническое кафе рядом было закрыто. Сделайте вывеску поярче))",12 сентября 2023,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/f7hn95umhmm4meqntwnn4hcvr0
1,"Все очень понравилось. Порции полновесные . быстрое обслуживание. Вкусно готовят и цены доступные. Только на кассе молодой человек, не очень приветливый  слегка грубоват . создается впечатление, что вынужденно работает и посетителям не рад. Вот девушка официантка , супер ! Все у нее спорится и приветливая . Отдельное спасибо этой девушке . Место хорошее рекомендую.",31 августа 2023,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/hpqx9j7rnzt7t9kbn8qdz3qn6g
1,"Отличное место в селе Хужир!Завтракали, обедали и ужинали тут. Вкусная и качественная еда. Очень приятный персонал, который заботится о посетителях.Спасибо!",16 марта,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/ejy3u1brwgkm91j9772713kvj8
1,"Кормим здесь своих туристов уже не первый год! Все очень вкусно 🤤 В пиковое время мест сложно найти, официанты частенько тупят….Интерьер как в столовке) на это  все можно закрыть глаза, качество кухни очень высокое!",19 марта,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/yyuygry30ghe4dxna096eddjz0
1,Очень приветливые и вежливые работники. Очень вкусно и цена соответствует месту. Приятно было туда ходить на обеды и ужины. Чебуреки отменные! ,22 марта,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/ay3d6c7rj27w0fwcjtdmh185a0
1,"Обслуживание неплохое, но вот на вкус… Борщ выглядит, как борщ, а на вкус далёк. Больше всего впечатлил салат свеклы с чесноком, который я всегда думала, что невозможно испортить, оказывается я недооценивала современную кулинарию. Майонез даже не размешался однородно, так и остался кусками как я ни старалась, не знаю уж из чего он у них сделан, а из чего тогда сделаны остальные продукты… Утолить голод можно, но ожидать вкуснейшую еду не стоит ",9 февраля,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/yk63nbp599ffmm9aqamfk13h78
1,"Вкусная еда и очень быстрая отдача, даже если много народа. Недавно провели ремонт в санузлах, теперь стало приятно приводить ещё и гостей. Варят кофе, можно заказать с собой. Два зала, по сочетание цена/качество самое оптимальное место",22 октября 2023,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/u6m81pj0xayngvq2w9d3q5n7kg
1,Ели с мужем чебуреки в данном кафе. Делают иилепят сами. Очень вкусно и по-домашнему! Наблюдала за посетителями. Всем нравится... Рекомендую!,1 апреля,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/x2zj9dpurfr9d8hnyzcurermzw
1,"Очень вкусно, чисто, все блюда очень классные! Национальные! Обслуживание хорошее только приходится долго ждать готовности блюд! Честно скажу и все ждут т. к. очень вкусно! Желаю вам расширения ребята! Вы классные! Спасибо за ваши способности! Шеф-повара вы крутые реально!",23 августа 2023,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/Lamonos2018
1,"Самые вкусные позы там!👍Даже не успели их сфотографировать, сразу съели)) Салаты свежие. Огромные воздушные чебуреки. Кухня супер. Цены очень демократичные. Супер приветливый персонал. Достаточно самобытное приятное место. Находясь в Хужире, точно стоит посетить!",8 июля 2023,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/jh8xvpzdej7g1jujvfbxjdcxp4
1,"Чебуреки отличные, друзья хвалили лично я не ем жареную выпечку, изжога. Солянка вкусная, Цезарь с курицей или сёмгой, отлично. Безалкогольный глинтвейн восхитителен, жаль безалкогольный. Позы на уровне, вкуснее только на экскурсии на катере на источнике, но там полная антисанитория. Что касается санитарных норм в Далай, тоже все под вопросом. Приборы с чистичками еды, приходится самостоятельно чистить салфетками, за это снял 2 звезды. Персонал вежливый, парень на кассе вечно уставший. Цены не демократичны, средний чек на одного, 900р",14 июля 2023,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/nd9pc9g1fdxw1zagukck094ueg
1,"Ужасное место! Особенно  для тех кто следит за питанием.  Для тех кто на диете- вам не сюда!  Персонал приветствует не охотно, состав блюд не хотят менять.  В меню всё жареное.  На пару  только  позы  и те идут  с домашним  фаршем ( свинина-говядина), а я свинину не ем. Запеченого  ничего нет.    Папа заказал салат  цезарь   попросил убрать  соус цезарь ( он же майонезный) мы майонез не кушаем, попросили  заменить  на сметану, так нам вообще  отказывались  делать такое блюдо.   У папы строгая диета   после удаления  почки.  Нельзя  ничего  сладкого, жареного, солёного, маринованного, мучное  можно только  ржаную муку, а хлеба тут  чёрного  нет! Только  после  объяснения персоналу что у нас вот такая диета  нам приготовили  этот несчастный  салат. Муж заказал  картошку на сковороде  в сливочном соусе с луком, грибами и курицей (точное название не помню)- пересолили  ужас!!! Он не стал есть. Мама брала пиво и сырные палочки фри- тут претензий  нет.   Для тех кто на ПП- не место. Для тех кто любит жирок- welcome! Оценка 2+ с натяжкой  3",4 августа 2023,0.0,,,https://yandex.ru/maps/org/dalay/95753979441/?ll=107.341974%2C53.196539&z=8,https://reviews.yandex.ru/user/b5hdtgx862r4pbe6nphq5m72g8
